SaleID,price
0,1967.2066650390625
1,4579.548828125
2,7170.90576171875
3,3783.0712890625
4,5111.57568359375
5,8073.20166015625
6,2076.546875
7,1002.50732421875
8,4975.38037109375
9,653.0040283203125
10,3045.514892578125
11,5550.599609375
12,1629.3687744140625
13,3729.37841796875
14,2069.013916015625
15,2832.80419921875
16,10426.06640625
17,3870.732177734375
18,804.2780151367188
19,2119.468505859375
20,955.1368408203125
21,2754.3125
22,352.5463562011719
23,721.1512451171875
24,8956.6103515625
25,2979.11181640625
26,3007.305908203125
27,1770.0047607421875
28,5034.224609375
29,2894.557373046875
30,4148.85400390625
31,13062.9404296875
32,616.6172485351562
33,13824.056640625
34,17471.029296875
35,5991.138671875
36,4804.04638671875
37,5911.1923828125
38,9023.8056640625
39,8111.748046875
40,2539.670654296875
41,4233.1474609375
42,1589.0928955078125
43,3808.321533203125
44,1180.6591796875
45,841.6885986328125
46,10128.5849609375
47,5803.48681640625
48,7479.45263671875
49,8734.5029296875
50,7573.26123046875
51,356.0822448730469
52,9115.3896484375
53,474.3887023925781
54,961.3800048828125
55,2458.646728515625
56,8851.603515625
57,6186.6220703125
58,3405.591064453125
59,2679.18603515625
60,9165.55859375
61,2661.98291015625
62,124.29457092285156
63,1635.16015625
64,1160.426025390625
65,3304.729248046875
66,1178.34912109375
67,5772.38232421875
68,205.15997314453125
69,2194.604248046875
70,503.3476867675781
71,885.8221435546875
72,899.2432250976562
73,3593.58642578125
74,15780.326171875
75,7272.91943359375
76,12430.9453125
77,20044.96484375
78,983.6602783203125
79,4094.122314453125
80,1906.5443115234375
81,627.2763061523438
82,6395.8505859375
83,7547.0087890625
84,794.9171752929688
85,3995.124755859375
86,821.78173828125
87,20439.2265625
88,3643.150390625
89,7536.6298828125
90,3994.55908203125
91,2545.48876953125
92,14368.7685546875
93,3374.01904296875
94,8099.46728515625
95,1812.062255859375
96,7953.22412109375
97,2355.54296875
98,3149.4326171875
99,3209.0361328125
100,1927.2696533203125
101,2079.050537109375
102,1265.7708740234375
103,2130.340087890625
104,16301.5625
105,14832.3369140625
106,2995.32275390625
107,5461.65771484375
108,1413.724609375
109,1376.5614013671875
110,16839.873046875
111,2174.291259765625
112,577.5057373046875
113,833.528564453125
114,648.5693359375
115,3051.73486328125
116,12237.8134765625
117,17119.36328125
118,273.9558410644531
119,1598.8114013671875
120,1095.24609375
121,7779.48486328125
122,585.6787719726562
123,518.3076171875
124,3428.2138671875
125,619.626220703125
126,5021.4365234375
127,12026.10546875
128,493.8539733886719
129,2422.185546875
130,2901.17822265625
131,672.0145263671875
132,2834.08349609375
133,6968.9248046875
134,1377.2490234375
135,19787.265625
136,556.0054321289062
137,2221.075439453125
138,19720.71875
139,298.2289123535156
140,7584.02783203125
141,1174.6500244140625
142,1965.8778076171875
143,1425.848876953125
144,11015.22265625
145,4479.41357421875
146,674.8843383789062
147,1335.7340087890625
148,763.2135009765625
149,4549.78759765625
150,1256.4188232421875
151,2763.61376953125
152,25142.623046875
153,2124.968017578125
154,96.14025115966797
155,7275.4951171875
156,34837.69921875
157,3466.486572265625
158,2125.924560546875
159,4950.0966796875
160,2700.3369140625
161,3366.810791015625
162,7068.4267578125
163,66884.9140625
164,981.9620361328125
165,9502.5361328125
166,15998.1875
167,3042.0869140625
168,1595.3883056640625
169,774.631591796875
170,5675.50146484375
171,17552.640625
172,5885.84521484375
173,22929.84375
174,783.867919921875
175,1544.1527099609375
176,3011.847900390625
177,3722.461181640625
178,8771.3369140625
179,777.2354736328125
180,10643.9853515625
181,4470.4208984375
182,6392.9306640625
183,6431.7216796875
184,7631.3642578125
185,643.5875854492188
186,1602.0137939453125
187,24769.8828125
188,2751.51806640625
189,913.4768676757812
190,2522.63232421875
191,14326.482421875
192,1249.3087158203125
193,2162.2119140625
194,1459.9427490234375
195,6833.05224609375
196,2466.6162109375
197,367.0517272949219
198,12835.1103515625
199,556.7716064453125
200,12922.3046875
201,1943.97216796875
202,825.5748901367188
203,1898.1351318359375
204,1410.749267578125
205,8627.6875
206,20301.931640625
207,640.4340209960938
208,4956.607421875
209,9860.662109375
210,13599.1728515625
211,1258.1295166015625
212,697.896484375
213,23557.578125
214,2235.499755859375
215,5279.63330078125
216,1267.99609375
217,3349.728759765625
218,5255.30615234375
219,11411.3232421875
220,2960.76904296875
221,13988.80078125
222,2186.993408203125
223,1370.56005859375
224,554.9745483398438
225,4930.29150390625
226,2895.880615234375
227,712.0704345703125
228,3592.89013671875
229,3113.225341796875
230,18241.5
231,955.2841186523438
232,522.576416015625
233,13259.720703125
234,4756.4521484375
235,15037.6064453125
236,5612.28662109375
237,9173.943359375
238,1514.2689208984375
239,2923.395751953125
240,941.5046997070312
241,2679.94384765625
242,6053.6455078125
243,13083.2451171875
244,13610.849609375
245,4336.03271484375
246,1308.9853515625
247,1859.1075439453125
248,9537.8818359375
249,7075.09912109375
250,3287.706787109375
251,9264.8037109375
252,1258.8372802734375
253,2016.1038818359375
254,3380.108642578125
255,2597.404541015625
256,16350.6142578125
257,1124.3062744140625
258,1564.3173828125
259,10024.2060546875
260,2799.43115234375
261,2639.4521484375
262,513.37744140625
263,7017.8291015625
264,413.7790222167969
265,3056.35400390625
266,849.550048828125
267,4817.69091796875
268,319.7200012207031
269,1017.7271728515625
270,4374.140625
271,2490.3486328125
272,1758.43115234375
273,307.4288330078125
274,406.9350280761719
275,4436.47021484375
276,2827.9345703125
277,29771.97265625
278,2521.692138671875
279,2367.851806640625
280,6836.05615234375
281,601.2335205078125
282,1109.9268798828125
283,2079.91064453125
284,30178.01953125
285,4422.91650390625
286,4764.3056640625
287,2969.08544921875
288,7833.1767578125
289,712.5953979492188
290,641.354248046875
291,2618.00146484375
292,1429.675048828125
293,4071.736328125
294,2654.96484375
295,7941.43310546875
296,6785.3779296875
297,200.57579040527344
298,12138.7001953125
299,1633.0609130859375
300,13623.4697265625
301,14200.37890625
302,8743.2353515625
303,2313.54345703125
304,5459.4814453125
305,8030.02978515625
306,4007.798583984375
307,1007.5020751953125
308,19113.322265625
309,6270.99462890625
310,502.4123840332031
311,2866.89599609375
312,769.62158203125
313,11405.5087890625
314,1952.185546875
315,21289.318359375
316,27872.916015625
317,1639.201904296875
318,4225.8876953125
319,10689.9462890625
320,805.5628051757812
321,736.0784912109375
322,3512.226806640625
323,1266.9915771484375
324,4069.6162109375
325,11172.5888671875
326,3048.537841796875
327,4050.95166015625
328,5573.9990234375
329,1449.4857177734375
330,4829.47705078125
331,302.7892761230469
332,29736.59375
333,8868.5107421875
334,1142.775390625
335,30313.498046875
336,1227.3416748046875
337,842.8840942382812
338,2648.956787109375
339,3088.5107421875
340,16787.669921875
341,458.143310546875
342,8288.34765625
343,1904.9267578125
344,6853.49658203125
345,433.389892578125
346,1012.739501953125
347,7363.62451171875
348,946.8429565429688
349,25232.626953125
350,809.6705322265625
351,1675.5333251953125
352,8618.25
353,1206.4677734375
354,1851.6754150390625
355,1274.984375
356,870.4693603515625
357,1611.967529296875
358,3648.34423828125
359,1894.023193359375
360,2574.302001953125
361,4344.58837890625
362,5991.26220703125
363,4981.7578125
364,9952.6923828125
365,1213.204345703125
366,679.648681640625
367,19498.47265625
368,15886.41796875
369,16172.220703125
370,2811.7568359375
371,5533.25927734375
372,2606.975341796875
373,38240.53515625
374,6946.8232421875
375,269.9273681640625
376,996.2686157226562
377,87285.4921875
378,1380.7135009765625
379,22528.6796875
380,648.8206787109375
381,33758.51171875
382,3063.9931640625
383,7657.93701171875
384,45067.59765625
385,2204.045654296875
386,5293.49658203125
387,9999.7724609375
